kategoria,nazwa,adres,teryt_gmina
apteka,Tomasz Kasperkiewicz Apteki Tomasz Kasperkiewicz Staszów A.T.K. Staszów,"Rynek 30, 28-200 Staszów",
apteka,APTEKA ADAMCZAK Spółka Jawna,"Sandomierska 63, 27-640 Klimontów",
apteka,"Teresa Piorun "" APTEKA""","Starowiejska 8, 27-620 Dwikozy",
apteka,COM-POSITUM SKARŻYSKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"1 Maja 34, 26-110 Skarżysko-Kamienna",
apteka,LEGE ARTIS SKÓRA BARSKA-HADRYCH SPÓŁKA JAWNA,"Barwinek 26, 25-150 Kielce",2661011
apteka,MJFarm Polska Spółka z ograniczoną odpowiedzialnością,"Stefana Żeromskiego 38, 25-369 Kielce",2661011
apteka,Joanna Stępień - ''A P T E K A '',"14, 27-220 Mirzec Stary",2611032
apteka,Edyta Anna Wojda APTEKA PRYWATNA,"Ostrowiecka 38, 27-440 Ćmielów",
apteka,Danuta Okarska - Apteka,"Kościelna 8, 28-236 Rytwiany",
apteka,Apteka Adamczak spółka Jawna,"Krakowska 17A, 27-640 Klimontów",2609034
apteka,PHARMA OGIŃSKI BARDELI-PULDA SPÓŁKA JAWNA,"dr. Aleksandra Dobkiewicza 12, 27-600 Sandomierz",2609011
apteka,"Przedsiębiorstwo Zaopatrzenia Farmaceutycznego ""CEFARM-KIELCE"" S. A.","Armii Krajowej 2, 27-600 Sandomierz",
apteka,APTEKA LIDIA DAWIDOWICZ-NOWEK,"Spółdzielcza 4, 26-200 Końskie",
apteka,MJFarm Polska Spółka z ograniczoną odpowiedzialnością,"Starodomaszowska 11, 25-315 Kielce",2661011
apteka,LEGE ARTIS SKÓRA BARSKA-HADRYCH SPÓŁKA JAWNA,"Piekoszowska 39, 25-735 Kielce",
apteka,"DOZ Apteka.Dbam o Zdrowie ""Jantar"" Anna Maj","Bursztynowa 3, 25-749 Kielce",2661011
apteka,FARMACJA M. SABAT i R. WESOŁEK Spółka Jawna,"Warszawska 154, 25-414 Kielce",2661011
apteka,Apteka Herby Chromiak i Mazur Spółka Jawna,"1 Maja 194, 25-614 Kielce",
apteka,"Apteka ""PIGULARZ"" mgr farm. Iwona URBAŃSKA Spółka Jawna","Hoża 39, 25-618 Kielce",2661011
apteka,"PRZEDSIĘBIORSTWO FARMACEUTYCZNE ""APEXIM"" SPÓŁKA AKCYJNA","11 Listopada 6, 27-400 Ostrowiec Świętokrzyski",2607011
apteka,REMEDIUM Bożena i Dariusz ŚLIWA Spółka Jawna,"Bolesława Prusa 9, 25-107 Kielce",2661011
apteka,Tomasz Kasperkiewicz Apteki Tomasz Kasperkiewicz Staszów A.T.K. Staszów,"Jana Pawła II 23, 28-200 Staszów",2612073
apteka,"Apteka ""RONDO"" mgr farm. Jolanta ŻYCHOWSKA Spółka Jawna","Ignacego Paderewskiego 48, 25-502 Kielce",
apteka,FARMACJA Spółka z o.o.,"Aleja Jana Pawła II 7B, 27-400 Ostrowiec Świętokrzyski",2607011
apteka,"Apteka Centrum Teresa OSMAN, Dagmara OSMAN, Zdzisław OSMAN Spółka Jawna","1 Maja 5, 26-020 Chmielnik",2604043
apteka,DERLATKA Spółka Jawna,"Źródłowa 20, 25-335 Kielce",2661011
apteka,PODOLSCY Spółka Jawna,"Kielecka 36, 26-026 MORAWICA",
apteka,SICIARSCY Spółka Jawna,"Partyzantów 12a, 26-004 Bieliny",
apteka,APTEKA MONIKA PANEK,"Plac Józefa Piłsudskiego 4, 28-130 Stopnica",
apteka,"Apteka ""Na Zachodnim"" Katarzyna JÓŹWIAK Spółka Jawna","Legionów 104, 26-110 Skarżysko-Kamienna",2610011
apteka,BYSEWSKA HINC Spółka Jawna,"Rosochy 47, 27-400 Ostrowiec Świętokrzyski",
apteka,"AESCULUS J. SARNOT, A. SZCZODRA SPÓŁKA JAWNA","Śląska 10, 25-328 Kielce",2661011
apteka,MS FARM Monika Stachura,"Juliusza Słowackiego 4, 26-220 Stąporków",2605083
apteka,Apteka Codzienna Agnieszka Stelmach,"pl. Tadeusza Kościuszki 20, 28-300 Jędrzejów",
apteka,Apteka Pod Zegaremmgr farm. A. PAWLACZYK i Wspólnicy Spółka Jawna,"Hipoteczna 4, 25-350 Kielce",
apteka,PUH MAJ Jakub Maj,"Opatowska 10, 28-200 Staszów",
apteka,"APTEKA""NA ROGATCE""AGATA OKŁA","Jana Pawła II 13, 25-025 Kielce",
apteka,Barbara Michalska Apteka Prywatna,"gen. Władysława Sikorskiego 26, 28-100 Busko-Zdrój",
apteka,"Agnieszka Chaińska Przedsiębiorstwo Handlowo Usługowe ""ARTMEDIK""","Czarnowska 79a, 26-065 Piekoszów",
apteka,KASPRZYK Spółka Jawna,"Szeroka 2, 27-500 OPATÓW",
apteka,APTEKA BIAŁOGON MARCIN STRZYŻ,"Fabryczna 3, 25-818 Kielce",
apteka,Apteka Danuta BIEGACZ Spółka Jawna,"Dr A. Gałązki 11, 28-133 PACANÓW",
apteka,"APTEKA ""POD OPATRZNOŚCIĄ"" MGR BARBARA I ZBIGNIEW LECH","Armii Krajowej 5B, 28-500 Kazimierza Wielka",
apteka,"Przedsiębiorstwo Zaopatrzenia Farmaceutycznego ""CEFARM-LUBLIN"" S.A.","Bankowa 1, 27-200 Starachowice",
apteka,"mgr farm. JOLANTA SITARSKA zam. Zawada 1c , 27-530 Ożarów","Sandomierska 72, 27-515 Tarłów",2606072
apteka,Apteka Vita Urszula GZEL-SAMSON Marek SAMSON Spółka Jawna,"3 Maja 1A, 26-200 Końskie",2605034
apteka,Danuta Okarska - Apteka,"Jędrusiów 3, 28-210 Bogoria",
apteka,MMFarm Jędrzejczak Spółka Jawna,"Staszica 6, 26-021 Daleszyce",2604054
apteka,APTEKA PRYWATNA ALICJA FELCMAN DOROTA BRZEZIŃSKA,"Jana Pawła II 4, 26-001 Masłów Pierwszy",
apteka,"Przedsiębiorstwo Zaopatrzenia Farmaceutycznego ""CEFARM-LUBLIN"" S.A.","Seminaryjska 29A, 25-372 Kielce",2661011
apteka,CHRZANOWSCY Spółka Jawna,"Orląt Lwowskich 72K, 25-437 Kielce",
apteka,Anna Żwirska-Kogut Firma Handlowa,"Ogrody 37, 27-400 Ostrowiec Świętokrzyski",
apteka,Monika Michalska-Wach Apteka Prywatna,"1-go Maja 17, 28-100 BUSKO-ZDRÓJ",
apteka,APTEKA VITA PIEKOSZÓW Spółka Cywilna Małgorzata Gajek Dariusz Gajek Adam Sobota Lidia Sobota,"Częstochowska 75, 26-065 PIEKOSZÓW",
apteka,Apteka Jolanta Dorobek,"Szeroka 2, 27-500 Opatów",
apteka,Apteka Codzienna Agnieszka Stelmach,"Elizy Orzeszkowej 51, 25-435 Kielce",2661011
apteka,Bąkowska-Gocał,"Kielecka 11, 26-020 CHMIELNIK",
apteka,NAWROT & NAWROT SMOŁA Spółka Jawna,"1 Maja 11, 28-500 Kazimierza Wielka",
apteka,APTEKA Anita Rybak,"Rynek 16, 27-200 Starachowice",
apteka,MULTILEK Spółka z o.o.,"3 Maja 3, 28-400 Pińczów",
apteka,Apteka Quarta Decima Maria Ogonowska,"16 Stycznia 1B, 26-200 Końskie",
apteka,MULTILEK Spółka z o.o.,"Wojewódzka 2, 25-536 Kielce",
apteka,BEATA WIELGUS APTEKA RODZINNA W BILCZY APTEKA PRYWATNA mgr BEATA WIELGUS,"Księdza Ściegiennego 7B, 26-026 Bilcza",
apteka,"Agnieszka Chaińska Przedsiębiorstwo Handlowo Usługowe ""ARTMEDIK""","Czarnowska 17, 25-504 Kielce",
apteka,",,Apteka Nowa"" mgr farm. MAREK MOLO","Kolejowa 25A, 28-500 Kazimierza Wielka",
apteka,MULTILEK Spółka z o.o.,"Żytnia 14A, 25-018 Kielce",
apteka,Ewa Iłowska-Surdy Apteka Rodzinna,"Murarska 14, 27-200 Starachowice",
apteka,Apteka mgr farm. Krzysztof ŻUK Spółka Jawna,"Słupska 5A, 26-025 Łagów",
apteka,"Elżbieta Wcześniak Apteka ""ALOES"" mgr farm. Wcześniak Elżbieta.","Wolności 25, 28-400 Pińczów",
apteka,"Przedsiębiorstwo Zaopatrzenia Farmaceutycznego ""CEFARM-LUBLIN"" S.A.","Adama Mickiewicza 30, 27-400 Ostrowiec Świętokrzyski",
apteka,Apteka mgr Teresa WYSMOLIŃSKA Spółka Jawna,"Apteczna 8, 26-110 Skarżysko-Kamienna",2610011
apteka,Paweł Bijak Firma Handlowa,"Ignacego Maciejowskiego 17, 27-600 Sandomierz",2609011
apteka,"""SIGMA"" SPÓŁKA CYWILNA ALICJA SKIBA,WALDEMAR SKIBA","Zamkowa 1, 26-260 FAŁKÓW",
apteka,"1.APTEKA ""NOWINY"" IWONA ADAMCZYK, 2.APTEKA ""SANDOMIERSKA"" IWONA ADAMCZYK, 3.APTEKA ""NA KRAKOWSKIEJ"" IWONA ADAMCZYK","Krakowska 293, 25-801 KIELCE",
apteka,FARMACJA M. SABAT i R. WESOŁEK Spółka Jawna,"Spacerowa 8C, 26-050 Zagnańsk",2604192
apteka,ANDRZEJ BEDNARZ FIRMA HANDLOWA,"Mleczarska 11, 29-100 Włoszczowa",
apteka,Premium-Lek Spółka z ograniczoną odpowiedzialnością spółka komandytowa,"Feliksa Rzewuskiego 4, 28-100 Busko-Zdrój",2601013
apteka,"APTEKA ""POD HUTĄ"" MGR JUSTYNA RYBIŃSKA","Świętokrzyska 1, 27-400 Ostrowiec Świętokrzyski",
apteka,Apteka.Spółka Cywilna Iwona Franczyk Ewa Paszyńska,"Warszawska 3, 26-200 KOŃSKIE",
apteka,"ARKADIUSZ BIEGACZ ""Nasze Apteki""","Plac Rynek 3, 28-136 Nowy Korczyn",2601033
apteka,Bąkowska-Gocał,"Adama Mickiewicza 24, 26-021 Daleszyce",2604054
apteka,"Wojtaszek Magdalena ""APTEKA""","37A, 28-300 Raków",
apteka,"Przedsiębiorstwo Zaopatrzenia Farmaceutycznego ""CEFARM-LUBLIN"" S.A.","Edmunda Massalskiego 3, 25-636 Kielce",
apteka,"""S I S"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Świętokrzyska 18, 26-010 Bodzentyn",2604024
apteka,"ANNA PAKUŁA PUNKT APTECZNY ""LUBCZA"", APTEKA ""NA TARGOWEJ"", PUNKT APTECZNY ""MICHAŁÓW"", APTEKA ŚW. KOSMY I DAMIANA","Targowa 2, 25-520 Kielce",2661011
apteka,"Agnieszka Chaińska Przedsiębiorstwo Handlowo Usługowe ""ARTMEDIK""","Sokola 50, 26-110 Skarżysko-Kamienna",2610011
apteka,Apteka ESCULAP  Spółka cywilna Sylwia Jopek Zbigniew Jopek,"Wysoka 13, 27-530 Ożarów",
apteka,Piotr Bałaga AWP COMFARM,"1 Maja 4, 28-131 Solec-Zdrój",
apteka,Apteka mgr farm. Krzysztof ŻUK Spółka Jawna,"Rynek 18, 26-025 Łagów",
apteka,Anna Krygowska Firma Handlowa,"Słowackiego 44, 26-110 Skarżysko-Kamienna",2610011
apteka,AMBER-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Zagórska 53, 25-339 Kielce",
apteka,KASPRZYK Spółka Jawna,"Piaski 28, 27-400 Ostrowiec Świętokrzyski",
apteka,"Apteka ""NA GÓRCE"" IWAŃSKA Spółka Jawna","Sandomierska 107, 25-324 Kielce",2661011
apteka,Barbara Michalska Apteka Prywatna,"Plac Józefa Piłsudskiego 31, 28-130 Stopnica",
apteka,"""S I S"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Ogrody 37, 27-400 Ostrowiec Świętokrzyski",
apteka,NOVOFARM Spółka z o.o.,"Warszawska 149A, 25-547 Kielce",2661011
apteka,BEATA PIOTROWSKA APTEKA ŚWIĘTOKRZYSKA,"Świętokrzyska 45, 26-006 Nowa Słupia",
apteka,AMBER-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Jagiellońska 62, 25-734 Kielce",
apteka,Melisa Farmacja Monika Sękowska-Plech Spółka Jawna,"Marszałka Józefa Piłsudskiego 125C, 26-220 Stąporków",2605084
apteka,"""S I S"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Kujawska 10, 25-344 Kielce",2661011
apteka,AMBER-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Elizy Orzeszkowej 52, 25-435 Kielce",2661011
apteka,Jerzy Kotek Apteka Gminy Smyków,"91, 26-212 Smyków",
apteka,"Marta Grusiecka ""APTEKA MM""","Kielecka 14A, 26-020 Chmielnik",2604043
apteka,MULTILEK Spółka z o.o.,"Księdza Jerzego Popiełuszki 40, 25-155 Kielce",2661011
apteka,Anna Krygowska Firma Handlowa,"Sokola 18, 26-110 Skarżysko-Kamienna",2610011
apteka,APTEKA MEDYK Sp. z o.o.,"Szeroka 8, 27-500 Opatów",
apteka,APTEKA LIDIA DAWIDOWICZ-NOWEK,"Południowa 89, 26-200 Końskie",
apteka,"Apteka ""Zdrowie"" Joanna KOWALSKA, Michał GRZYBOWSKI Spółka Jawna","Prezydenta Stefana Artwińskiego 9, 25-734 Kielce",2661011
apteka,"Apteka ""Zdrowie"" Joanna KOWALSKA, Michał GRZYBOWSKI Spółka Jawna","Podklasztorna 117A, 25-714 Kielce",
apteka,VITAFARMA BIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Armii Krajowej 19, 27-200 Starachowice",2611011
apteka,"Apteka ""Podkarczówka"" Danuta OKŁA, Agata OKŁA Spółka Jawna","Kryształowa 4, 25-751 Kielce",2661011
apteka,"Firma Handlowa ""Arnika"" mgr Beata STĘPIEŃ Spółka Jawna","Adama Mickiewicza 51A, 27-600 Sandomierz",
apteka,ARTMEDIK Spółka z o.o.,"Żeromskiego 28, 29-100 Włoszczowa",
apteka,"GABRIEL PAWEŁ JAJEŚNICA APTEKA ,,ZDROWIE''","Rynek 17, 27-425 Waśniów",
apteka,ARTFARM PROLEK Spółka z ograniczoną odpowiedzialnością Spółka Jawna,"Stefana Czarnieckiego 1, 28-230 Połaniec",2612054
apteka,"Apteka ""Zdrowie"" Joanna KOWALSKA, Michał GRZYBOWSKI Spółka Jawna","Jaszowskiego 1, 28-366 Małogoszcz",
apteka,Danuta Okarska - Apteka,"Rynek 17, 28-210 Bogoria",
apteka,B.P Bawiec,"Marii Konopnickiej 5, 25-406 Kielce",
apteka,ARTMEDIK Spółka z o.o.,"Kredowa 2, 25-640 Kielce",2661011
apteka,ARTMEDIK Spółka z o.o.,"Małogoska 25, 28-300 Jędrzejów",2602023
apteka,Bawiec Spółka Jawna,"Słoneczna 24, 25-731 KIELCE",
apteka,Apteka Codzienna Agnieszka Stelmach,"Romualda 3, 25-322 Kielce",
apteka,APTEKA NOVA KINGA RADOŃ,"Adama Mickiewicza 32, 27-600 Sandomierz",2609011
apteka,"""APTEKA Z PLUSEM"" MARCIN ŻALA, MICHAŁ TOMCZAK SPÓŁKA CYWILNA","Bohaterów Warszawy 31, 28-100 Busko-Zdrój",
apteka,Bąkowska-Gocał,"Szydłowska 1, 26-020 Chmielnik",2604044
apteka,"APTEKA SŁONECZNA SPÓŁKA CYWILNA MRÓWKA JUSTYNA, ŻAK ILONA","Wysoka 35, 27-530 Ożarów",
apteka,DERLATKA SPÓŁKA JAWNA,"Karczówkowska 20, 25-711 Kielce",
apteka,Eskulap Kisiel Łukaszewska Spółka Jawna,"Warszawska 9, 25-512 Kielce",2661011
apteka,APTEFARM Borówko Duchnowska Spółka Jawna,"Radomska 35, 27-200 Starachowice",
apteka,NOWA FARMACJA Sp. z o.o.,"Iłżecka 22, 27-400 Ostrowiec Świętokrzyski",2607011
apteka,APOLLO-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Nowaka-Jeziorańskiego 87, 25-432 Kielce",2661011
apteka,"MAŁGORZATA MAKUCH ""M -FARM""","Bugaj 12, 26-130 Suchedniów",
apteka,NAWROT & NAWROT SMOŁA Spółka Jawna,"Rynek 11, 28-133 Pacanów",
apteka,"PUSTÓŁ AGNIESZKA APTEKA ŹRÓDLANA, PUNKT APTECZNY","16 Stycznia 32, 29-130 Chlewice",
apteka,PROLEK Sp. z o.o.,"Adama Mickiewicza 62, 28-200 Staszów",
apteka,APTEKA AURIS KUPSCY Spółka Jawna,"Na Skarpie 19, 28-340 Sędziszów",
apteka,APTEFARM BORÓWKO DUCHNOWSKA SPÓŁKA JAWNA,"Adama Mickiewicza 44c, 27-600 Sandomierz",2609011
apteka,APTEKA - DANUTA BIEGACZ SPÓŁKA JAWNA,"Wojska Polskiego 14, 28-100 Busko-Zdrój",2601014
apteka,"P. H. U. ""ZDROWIE"" Apteka Rodzinna MAGDALENA BIEŃ-ZARODA","Sandomierska 76A, 27-640 Klimontów",
apteka,"Apteka Rodzinna Agata PALIBOREK, Magdalena OCHENDUSZKA Spółka Jawna","Kolejowa 27G, 28-500 Kazimierza Wielka",
apteka,Melisa Farmacja Monika Sękowska-Plech Spółka Jawna,"Mickiewicza 2, 26-230 Radoszyce",2605044
apteka,AMBER-MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Jana Kochanowskiego 8, 25-384 Kielce",
apteka,Marcin Kaja,"Kościelna 1, 28-330 Wodzisław",2602093
apteka,Cecylia Nowak APTEKA,"Osiedle Władysława Broniewskiego 14, 29-100 Włoszczowa",
apteka,Boszkowska Alicja Apteka Prywatna,"gen. Wł. Andersa 2, 28-530 Skalbmierz",
apteka,"Apteka ""Zdrowie"" Joanna KOWALSKA, Michał GRZYBOWSKI Spółka Jawna","Rynek 2, 26-070 Łopuszno",
apteka,APTEKA MEDYK Sp. z o.o.,"Henryka Sienkiewicza 54, 27-500 Opatów",
apteka,Apteka Słoneczna Spółka Cywilna Justyna Mrówka Ilona Żak,"Mikołaja Kopernika 3C, 27-500 Opatów",
apteka,"1. Apteka mgr Lidia Czyżyńska, 2. Apteka ""Magnolia"" mgr Lidia Czyżyńska","Klasztorna 14, 28-400 Pińczów",
apteka,APTEKA - DANUTA BIEGACZ SPÓŁKA JAWNA,"Rynek 11, 28-220 Oleśnica",2612034
apteka,SUPER-PHARM POLAND Sp. z o.o.,"Świętokrzyska 20, 25-406 Kielce",2661011
apteka,"Firma Handlowa ""Arnika"" mgr Beata STĘPIEŃ Spółka Jawna","Szkolna 10, 27-660 Koprzywnica",
apteka,APTEKA CODZIENNA BEATA PIOTROWSKA,"Spółdzielcza 7, 26-006 Rudki",2604133
apteka,MULTI-AP Sp. z o.o.,"Ogrody 5A, 27-400 Ostrowiec Świętokrzyski",
apteka,Apteka AURIS Kupscy i Wspólnicy spółka jawna,"Bolesława Chrobrego 2, 28-300 Jędrzejów",
apteka,Apteka mgr Teresa WYSMOLIŃSKA Spółka Jawna,"Metalowców 5, 26-110 Skarżysko-Kamienna",2610011
apteka,Melisa Farmacja Monika Sękowska-Plech Spółka Jawna,"Zamkowa 21, 26-200 Końskie",2605034
apteka,Stanisław Michalski - Apteka Centrum Zdrowia,"1 Maja 14A, 28-131 Solec-Zdrój",
apteka,Apteka GAWOR Spółka Jawna,"Wojska Polskiego 16B, 27-200 Starachowice",
apteka,",,Apteka Nowa"" mgr farm. MAREK MOLO","Okrężna 7, 28-500 Kazimierza Wielka",
apteka,MULTI-AP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Jana Kilińskiego 15, 28-100 Busko-Zdrój",
apteka,Maria Szymczyk-Pasternak Apteka,"Rynek 4, 28-160 Wiślica",
apteka,KASPRZYK Spółka Jawna,"Wzgórze 54D, 27-530 Ożarów",
apteka,"MAŁGORZATA MAKUCH ""M -FARM""","Mickiewicza 20, 26-130 Suchedniów",
apteka,Super-Pharm Poland Spółka z ograniczoną odpowiedzialnością,"Warszawska 26, 25-312 Kielce",2661011
apteka,PERAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Przemysłowa 1, 28-340 Sędziszów",2602064
apteka,INNOMED Spółka z ograniczoną odpowiedzialnością,"Gimnazjalna 41, 26-200 Końskie",
apteka,MULTI-AP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Graniczna 18, 27-200 Starachowice",
apteka,AGATA MAC-KNAPIK FIRMA HANDLOWA,"Lecha 14a, 25-622 Kielce",
apteka,AGATA MAC-KNAPIK FIRMA HANDLOWA,"1 Maja 196, 25-614 Kielce",2661011
apteka,Apteka z Sercem Anna Głuch,"27, 26-010 Stara Wieś",
apteka,MEDAP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Prezydenta Gabriela Narutowicza 42, 90-135 Łódź",1061011
apteka,BYSEWSKA HINC SPÓŁKA JAWNA,"Armii Krajowej 32, 97-500 Radomsko",
apteka,"Apteka ""Calendula"" Furtak i S-ka Spółka Jawna","Wólczańska 37, 90-607 Łódź",1061059
apteka,PIERWSZA Ł. ZIĘTARA I WSPÓLNICY SPÓŁKA JAWNA,"Graniczna 4A, 97-200 Tomaszów Mazowiecki",1016011
apteka,"APTEKA ""POD BIAŁYM ORŁEM"" IM. MGR FARM. IRENY BARANOWSKIEJ - ANDRZEJ BARANOWSKI I WSPÓLNIK - SPÓŁKA JAWNA","Piotrkowska 46, 90-265 Łódź",1061011
apteka,TONN BIS SPÓŁKA JAWNA,"Mikołaja Kopernika 26, 90-503 Łódź",
